"glmIndepAllVars_vimp","glmIndepSingleVars_vimp","glmDepAllVars_vimp","glmDepSingleVars_vimp","model","var","beta"
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,3,3,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
5,5,5,5,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
3,3,4,4,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
4,4,3,3,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
3,3,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
4,4,4,4,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
5,5,3,3,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,2,2,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,2,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
1,1,1,1,"D","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,2,2,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,4,3,3,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
4,3,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
3,3,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
5,5,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
3,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
4,4,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
4,4,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,3,1,1,"E","only night",0.693147180559945
1,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
3,3,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
4,4,3,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
4,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
4,3,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,3,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
3,3,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
3,3,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
4,4,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
5,5,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
4,4,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
3,3,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
3,3,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
3,3,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
2,2,1,1,"E","only night",0.693147180559945
1,1,1,1,"E","only night",0.693147180559945
